Mayor65Anos,Conyuge,Dependientes,MesesDeContrato,TelefonoFijo,VariasLineasTelefonicas,ServicioDeInternet,SeguridadOnline,BackupOnline,SeguroEnDispositivo,SoporteTecnico,TVaCable,StreamingDePeliculas,TipoDeContrato,PagoOnline,FormaDePago,CuentaMensual,Churn
0,Si,Si,3,Si,Si,FibraOptica,No,No,No,No,No,Si,Mensual,Si,DebitoAutomatico,84.75,Si
0,Si,No,54,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,No,TarjetaDeCredito,20.05,No
1,No,No,52,Si,Si,FibraOptica,No,Si,Si,Si,Si,Si,Mensual,Si,ChequeDigital,110.75,No
0,No,No,50,Si,No,FibraOptica,No,No,Si,Si,No,Si,Bienal,Si,DebitoAutomatico,89.7,No
0,No,No,14,Si,Si,FibraOptica,No,No,No,Si,Si,No,Mensual,Si,ChequeDigital,89.95,Si
0,Si,No,27,Si,No,DSL,Si,No,No,No,No,No,Anual,No,TarjetaDeCredito,48.7,No
1,Si,No,72,Si,Si,FibraOptica,Si,Si,Si,Si,No,No,Bienal,Si,DebitoAutomatico,96.6,No
0,No,No,62,Si,No,DSL,Si,Si,No,No,Si,Si,Anual,Si,TarjetaDeCredito,74.3,No
0,No,No,12,Si,No,DSL,No,Si,No,Si,No,No,Mensual,Si,ChequeDigital,54.3,No
1,No,No,44,Si,No,DSL,No,No,Si,Si,Si,Si,Anual,No,DebitoAutomatico,74.85,No
0,Si,Si,54,Si,No,FibraOptica,No,Si,No,Si,No,No,Bienal,Si,DebitoAutomatico,79.95,No
0,No,No,68,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,No,DebitoAutomatico,20.05,No
0,No,No,20,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,ChequePapel,19.4,No
0,Si,Si,50,Si,Si,DSL,No,No,Si,No,No,No,Anual,No,DebitoAutomatico,54.9,No
0,No,No,58,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,Si,TarjetaDeCredito,24.45,No
0,Si,Si,35,Si,Si,FibraOptica,No,Si,No,No,Si,No,Mensual,Si,DebitoAutomatico,89.65,No
0,No,No,2,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,ChequeDigital,45.4,No
0,Si,Si,63,Si,Si,DSL,Si,No,Si,Si,No,Si,Bienal,No,ChequePapel,75.7,No
0,Si,No,58,Si,Si,FibraOptica,Si,Si,Si,No,Si,Si,Anual,Si,TarjetaDeCredito,110.65,No
0,Si,Si,27,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Anual,Si,ChequePapel,20.55,No
0,Si,No,71,Si,Si,FibraOptica,Si,Si,Si,Si,Si,Si,Bienal,Si,TarjetaDeCredito,115.15,No
0,No,No,63,Si,No,DSL,No,No,Si,No,No,Si,Anual,No,TarjetaDeCredito,58.55,No
0,Si,No,71,Si,Si,FibraOptica,No,Si,Si,No,No,Si,Mensual,Si,DebitoAutomatico,93.25,No
1,No,No,41,Si,Si,FibraOptica,Si,Si,Si,No,Si,Si,Mensual,Si,ChequeDigital,113.2,Si
1,No,No,13,Si,No,FibraOptica,No,No,No,No,Si,Si,Mensual,Si,ChequeDigital,90.5,Si
0,No,No,2,Si,No,FibraOptica,No,No,No,No,Si,No,Mensual,No,ChequeDigital,79.0,Si
0,Si,Si,68,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,Si,DebitoAutomatico,19.35,No
0,Si,Si,1,Si,No,DSL,Si,No,No,No,No,No,Mensual,Si,ChequePapel,48.75,No
1,No,No,65,Si,Si,FibraOptica,Si,No,Si,Si,Si,Si,Bienal,Si,ChequeDigital,109.05,No
1,Si,No,72,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,Si,DebitoAutomatico,25.0,No
0,No,No,28,Si,Si,DSL,No,No,No,Si,No,No,Mensual,Si,TarjetaDeCredito,54.9,No
0,Si,Si,72,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,No,TarjetaDeCredito,24.75,No
0,No,No,2,Si,No,FibraOptica,Si,Si,No,No,Si,No,Mensual,Si,ChequeDigital,91.15,No
0,No,Si,18,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Anual,No,DebitoAutomatico,20.15,Si
1,Si,No,60,Si,Si,FibraOptica,No,Si,Si,No,Si,Si,Anual,Si,ChequeDigital,104.35,No
1,No,No,26,Si,Si,DSL,No,No,No,Si,No,Si,Mensual,Si,ChequeDigital,66.05,No
0,No,Si,1,Si,No,FibraOptica,No,No,No,No,No,No,Mensual,Si,ChequeDigital,71.65,Si
0,No,No,4,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,ChequePapel,20.35,Si
0,Si,Si,68,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Bienal,Si,TarjetaDeCredito,92.2,No
0,No,No,38,Si,No,FibraOptica,No,Si,Si,Si,No,No,Mensual,Si,TarjetaDeCredito,84.25,Si
1,Si,No,42,Si,Si,FibraOptica,Si,No,Si,No,Si,Si,Anual,Si,DebitoAutomatico,105.2,No
0,Si,No,57,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,Si,DebitoAutomatico,19.6,No
0,Si,No,54,No,SinServicioTelefonico,DSL,No,Si,No,No,No,No,Mensual,No,ChequeDigital,30.4,No
0,No,No,12,Si,No,FibraOptica,No,No,No,No,No,Si,Mensual,No,DebitoAutomatico,78.1,Si
0,Si,No,44,Si,No,DSL,Si,Si,Si,No,No,No,Anual,Si,ChequePapel,61.5,No
0,Si,Si,42,Si,Si,DSL,Si,Si,No,No,Si,No,Mensual,Si,DebitoAutomatico,69.4,No
0,Si,Si,72,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,No,DebitoAutomatico,24.75,No
0,Si,Si,71,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Bienal,No,ChequePapel,91.05,No
0,Si,No,19,Si,Si,FibraOptica,No,No,Si,No,No,Si,Mensual,No,ChequePapel,89.65,Si
0,Si,No,23,Si,Si,DSL,No,No,No,Si,Si,Si,Mensual,Si,TarjetaDeCredito,73.65,No
0,No,No,30,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,No,TarjetaDeCredito,19.4,No
0,No,No,35,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Anual,No,DebitoAutomatico,26.2,No
0,No,No,10,Si,Si,FibraOptica,Si,No,No,No,Si,Si,Mensual,Si,ChequeDigital,98.7,Si
0,No,No,1,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,DebitoAutomatico,43.85,No
0,No,No,22,Si,No,FibraOptica,No,No,No,No,No,No,Mensual,Si,ChequePapel,69.7,No
0,Si,Si,7,No,SinServicioTelefonico,DSL,Si,Si,Si,No,No,No,Bienal,No,ChequePapel,38.55,No
0,No,No,36,No,SinServicioTelefonico,DSL,Si,Si,Si,Si,No,Si,Bienal,Si,ChequePapel,53.1,No
0,Si,Si,34,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,ChequePapel,20.65,No
0,Si,Si,72,Si,Si,DSL,Si,Si,Si,No,No,No,Bienal,No,TarjetaDeCredito,64.45,No
0,Si,Si,36,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,No,TarjetaDeCredito,25.1,No
0,No,No,1,Si,No,FibraOptica,No,No,Si,No,No,No,Mensual,No,ChequeDigital,76.35,Si
0,No,No,23,Si,Si,FibraOptica,No,Si,No,No,No,No,Mensual,Si,ChequeDigital,79.15,Si
1,Si,No,32,Si,Si,FibraOptica,No,No,No,No,No,Si,Mensual,Si,ChequeDigital,85.0,Si
0,Si,Si,71,Si,Si,FibraOptica,Si,Si,Si,Si,No,No,Anual,Si,TarjetaDeCredito,95.15,No
1,No,No,23,Si,Si,FibraOptica,No,No,Si,No,No,No,Mensual,Si,ChequePapel,79.35,No
0,Si,No,17,Si,No,FibraOptica,No,No,Si,No,Si,Si,Anual,Si,DebitoAutomatico,96.65,No
0,No,No,1,Si,No,DSL,No,No,Si,Si,Si,Si,Mensual,Si,ChequeDigital,75.5,No
0,Si,Si,12,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,No,ChequePapel,19.7,No
0,Si,No,72,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,No,TarjetaDeCredito,20.5,No
0,No,No,1,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,ChequePapel,19.2,No
1,Si,No,72,Si,Si,FibraOptica,No,Si,No,No,Si,Si,Bienal,No,DebitoAutomatico,98.35,No
0,Si,Si,60,Si,Si,FibraOptica,No,No,No,No,No,No,Mensual,No,DebitoAutomatico,74.35,No
0,Si,Si,61,No,SinServicioTelefonico,DSL,No,Si,Si,Si,Si,No,Bienal,No,TarjetaDeCredito,51.35,No
0,Si,No,6,Si,No,DSL,No,No,No,No,No,No,Mensual,No,ChequePapel,45.65,No
1,Si,No,32,Si,Si,FibraOptica,No,No,No,No,No,Si,Mensual,No,ChequeDigital,85.3,Si
0,No,Si,31,Si,Si,FibraOptica,No,No,No,No,Si,No,Mensual,Si,TarjetaDeCredito,86.55,Si
0,No,No,19,Si,No,FibraOptica,No,Si,No,No,No,No,Mensual,Si,TarjetaDeCredito,73.85,Si
0,Si,Si,72,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,No,DebitoAutomatico,20.3,No
0,No,No,32,Si,Si,DSL,No,Si,No,No,No,No,Mensual,Si,ChequeDigital,54.2,No
0,Si,No,65,Si,Si,FibraOptica,No,Si,No,No,No,Si,Mensual,Si,ChequeDigital,90.65,No
0,Si,Si,45,No,SinServicioTelefonico,DSL,Si,No,No,No,Si,Si,Mensual,Si,DebitoAutomatico,50.9,No
0,No,No,42,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Anual,No,ChequeDigital,25.05,No
0,No,No,8,Si,Si,FibraOptica,No,No,No,No,No,No,Mensual,Si,ChequeDigital,74.85,No
0,No,Si,32,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,No,ChequePapel,20.5,No
1,Si,No,22,Si,Si,DSL,Si,Si,No,Si,No,No,Mensual,Si,ChequePapel,63.55,No
1,Si,No,57,No,SinServicioTelefonico,DSL,No,No,No,No,Si,Si,Mensual,Si,ChequeDigital,44.85,Si
0,No,No,1,Si,No,DSL,Si,No,No,No,No,No,Mensual,No,ChequeDigital,47.95,No
1,No,No,1,Si,No,DSL,No,No,No,No,No,No,Mensual,No,ChequeDigital,45.1,Si
0,Si,No,1,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,ChequeDigital,45.0,No
0,No,No,24,Si,No,FibraOptica,No,No,No,Si,Si,Si,Mensual,Si,ChequeDigital,96.0,Si
0,No,No,1,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,DebitoAutomatico,20.05,Si
1,No,No,54,Si,Si,FibraOptica,No,Si,No,No,No,Si,Mensual,Si,ChequeDigital,90.05,No
0,No,No,4,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,Si,TarjetaDeCredito,25.3,No
0,Si,Si,65,Si,Si,FibraOptica,Si,No,Si,Si,Si,Si,Bienal,No,DebitoAutomatico,108.65,Si
0,Si,No,56,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Anual,No,ChequeDigital,24.3,No
0,No,No,45,Si,No,DSL,Si,No,Si,No,Si,Si,Mensual,Si,ChequeDigital,75.95,No
0,Si,Si,71,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,No,TarjetaDeCredito,19.7,No
0,Si,No,59,Si,No,DSL,Si,Si,Si,No,Si,No,Anual,No,TarjetaDeCredito,66.4,No
0,No,No,69,No,SinServicioTelefonico,DSL,No,Si,Si,No,No,No,Anual,Si,DebitoAutomatico,35.75,No
0,No,No,19,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Anual,No,ChequePapel,18.8,No
0,Si,Si,55,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,No,TarjetaDeCredito,19.4,No
0,No,No,38,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Anual,No,ChequePapel,19.3,No
0,No,No,10,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,ChequeDigital,45.55,Si
1,Si,No,47,Si,Si,DSL,Si,Si,Si,No,No,No,Mensual,Si,TarjetaDeCredito,67.45,No
0,Si,No,2,No,SinServicioTelefonico,DSL,No,No,No,No,No,Si,Mensual,Si,ChequeDigital,35.1,Si
0,No,No,1,Si,No,DSL,No,No,No,No,No,No,Mensual,No,TarjetaDeCredito,46.2,Si
0,No,No,1,Si,No,DSL,No,No,No,No,No,No,Mensual,No,ChequeDigital,45.15,Si
1,No,No,1,No,SinServicioTelefonico,DSL,No,Si,Si,No,No,Si,Mensual,Si,ChequeDigital,43.3,Si
0,Si,Si,46,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,Si,ChequePapel,20.1,No
1,No,No,38,Si,No,DSL,Si,Si,No,No,No,No,Mensual,Si,TarjetaDeCredito,57.15,Si
0,Si,No,65,Si,No,DSL,Si,No,Si,Si,No,No,Bienal,No,TarjetaDeCredito,58.9,No
0,Si,No,19,Si,No,FibraOptica,Si,No,No,No,No,No,Mensual,Si,ChequeDigital,73.2,Si
0,No,No,52,Si,No,FibraOptica,No,Si,No,No,No,Si,Mensual,Si,ChequeDigital,85.35,Si
0,Si,Si,71,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,No,ChequePapel,19.45,No
0,No,No,1,Si,No,DSL,No,No,No,No,No,No,Mensual,No,ChequePapel,45.95,Si
1,No,No,52,No,SinServicioTelefonico,DSL,No,Si,Si,Si,Si,No,Mensual,Si,ChequeDigital,50.5,No
0,Si,No,6,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Anual,No,ChequePapel,25.1,No
1,Si,No,26,Si,No,DSL,No,No,Si,No,No,Si,Anual,No,ChequePapel,60.7,No
1,No,No,48,Si,Si,FibraOptica,No,Si,No,No,Si,Si,Anual,Si,ChequeDigital,99.0,No
0,Si,Si,64,Si,Si,FibraOptica,Si,No,No,Si,Si,Si,Anual,Si,DebitoAutomatico,104.4,No
0,No,No,3,Si,No,FibraOptica,No,Si,No,No,Si,No,Mensual,No,ChequeDigital,83.75,Si
0,No,No,1,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,DebitoAutomatico,44.05,No
0,Si,Si,72,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,No,TarjetaDeCredito,24.1,No
0,No,No,1,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,ChequePapel,45.55,No
0,Si,Si,51,Si,Si,FibraOptica,Si,Si,No,No,No,Si,Mensual,Si,ChequeDigital,93.8,No
0,Si,Si,41,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,No,DebitoAutomatico,19.7,No
0,Si,Si,72,Si,No,DSL,Si,Si,Si,No,Si,No,Bienal,Si,TarjetaDeCredito,70.65,No
0,Si,No,43,Si,Si,DSL,Si,Si,No,Si,Si,Si,Bienal,No,TarjetaDeCredito,86.45,No
0,Si,No,72,Si,Si,FibraOptica,Si,Si,Si,Si,Si,Si,Bienal,Si,TarjetaDeCredito,114.1,No
0,Si,No,47,Si,Si,FibraOptica,No,No,No,No,Si,Si,Anual,Si,TarjetaDeCredito,95.2,No
0,No,No,72,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Bienal,No,TarjetaDeCredito,88.55,No
0,No,No,3,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,Si,TarjetaDeCredito,20.75,No
0,No,No,1,Si,No,FibraOptica,No,No,No,No,No,No,Mensual,Si,ChequeDigital,70.05,Si
0,No,No,2,Si,Si,FibraOptica,No,No,No,No,No,Si,Mensual,Si,ChequeDigital,86.0,Si
0,No,No,26,No,SinServicioTelefonico,DSL,Si,Si,No,No,No,Si,Mensual,Si,DebitoAutomatico,44.65,No
0,Si,Si,29,Si,No,DSL,Si,No,No,No,No,Si,Mensual,Si,ChequePapel,60.2,No
1,Si,No,35,Si,Si,FibraOptica,Si,Si,No,Si,Si,No,Mensual,Si,DebitoAutomatico,100.5,Si
0,No,No,27,Si,No,DSL,Si,Si,No,No,No,No,Anual,No,DebitoAutomatico,55.45,No
0,Si,Si,24,Si,No,DSL,Si,Si,No,Si,No,Si,Mensual,Si,TarjetaDeCredito,70.3,No
0,Si,Si,67,Si,No,DSL,Si,No,Si,Si,No,No,Bienal,Si,DebitoAutomatico,60.4,No
0,No,No,16,Si,Si,FibraOptica,No,No,No,No,No,No,Mensual,No,ChequeDigital,72.65,Si
0,No,No,23,Si,No,DSL,No,Si,Si,No,No,No,Anual,No,DebitoAutomatico,55.8,No
0,No,No,14,No,SinServicioTelefonico,DSL,No,Si,No,No,No,No,Mensual,Si,ChequePapel,31.1,No
0,Si,Si,1,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,Si,ChequeDigital,21.0,Si
1,No,No,1,Si,No,DSL,No,No,No,No,No,No,Mensual,No,ChequePapel,45.1,Si
1,No,No,4,No,SinServicioTelefonico,DSL,No,Si,No,No,Si,Si,Mensual,Si,TarjetaDeCredito,50.95,No
0,No,Si,16,Si,Si,DSL,Si,Si,No,No,No,Si,Mensual,Si,ChequeDigital,69.1,No
0,Si,No,46,No,SinServicioTelefonico,DSL,No,No,No,No,Si,Si,Mensual,Si,ChequeDigital,43.95,No
0,No,Si,68,Si,Si,DSL,Si,Si,No,Si,Si,Si,Bienal,Si,DebitoAutomatico,86.5,No
0,No,No,38,Si,Si,DSL,Si,Si,Si,Si,No,No,Mensual,No,ChequeDigital,69.95,No
1,Si,No,30,Si,No,DSL,No,Si,No,No,No,No,Mensual,Si,DebitoAutomatico,50.4,Si
1,No,No,5,Si,No,FibraOptica,No,No,No,No,No,Si,Mensual,No,ChequeDigital,78.95,Si
0,No,No,17,Si,No,FibraOptica,No,Si,Si,No,No,Si,Mensual,Si,TarjetaDeCredito,90.95,No
0,Si,Si,4,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,No,ChequePapel,19.9,No
0,No,No,12,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Anual,No,ChequeDigital,20.15,No
0,Si,Si,72,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Bienal,Si,TarjetaDeCredito,90.6,No
0,No,No,3,Si,No,FibraOptica,No,No,No,No,Si,Si,Mensual,Si,ChequeDigital,92.0,No
0,No,No,56,Si,Si,FibraOptica,No,Si,No,Si,No,Si,Mensual,Si,ChequeDigital,94.45,Si
0,No,No,41,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Anual,Si,ChequePapel,24.85,No
0,No,No,40,No,SinServicioTelefonico,DSL,No,Si,No,Si,No,No,Anual,No,TarjetaDeCredito,36.0,No
0,No,No,7,Si,No,DSL,Si,Si,No,Si,Si,Si,Mensual,Si,ChequeDigital,78.5,No
0,No,No,69,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,No,TarjetaDeCredito,19.95,No
0,Si,Si,7,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Anual,No,ChequePapel,20.65,No
0,Si,Si,5,No,SinServicioTelefonico,DSL,No,Si,No,No,No,No,Mensual,Si,ChequeDigital,30.5,No
0,Si,Si,72,Si,Si,FibraOptica,Si,Si,Si,Si,Si,No,Bienal,No,TarjetaDeCredito,106.1,No
0,Si,Si,44,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Anual,Si,DebitoAutomatico,20.5,No
0,No,No,65,Si,Si,FibraOptica,No,Si,Si,No,Si,No,Anual,Si,ChequeDigital,95.5,No
0,No,No,3,Si,Si,DSL,No,No,No,Si,Si,No,Mensual,No,ChequeDigital,64.6,No
0,No,No,24,Si,No,DSL,No,No,No,Si,No,No,Mensual,Si,TarjetaDeCredito,51.1,No
0,No,No,44,Si,Si,FibraOptica,No,Si,Si,No,No,No,Mensual,Si,DebitoAutomatico,84.8,Si
1,Si,No,72,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Bienal,No,TarjetaDeCredito,89.1,No
0,No,No,24,Si,No,DSL,Si,No,No,Si,No,No,Mensual,No,ChequeDigital,54.95,No
0,No,No,1,Si,No,DSL,No,No,Si,No,No,No,Mensual,No,ChequePapel,50.9,Si
0,Si,No,22,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,Si,DebitoAutomatico,20.45,No
0,Si,Si,70,Si,Si,DSL,No,Si,Si,Si,Si,Si,Bienal,Si,TarjetaDeCredito,85.95,No
0,Si,Si,25,Si,Si,DSL,No,No,No,No,Si,No,Mensual,No,ChequeDigital,60.35,No
0,Si,Si,37,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,No,DebitoAutomatico,19.8,No
1,Si,Si,22,Si,Si,FibraOptica,No,No,No,No,Si,No,Mensual,No,DebitoAutomatico,85.35,No
0,Si,Si,59,Si,Si,DSL,No,No,Si,Si,Si,No,Bienal,Si,DebitoAutomatico,72.1,No
0,Si,Si,49,Si,Si,FibraOptica,No,No,Si,No,Si,Si,Mensual,Si,ChequeDigital,99.8,Si
0,Si,Si,47,Si,Si,FibraOptica,No,No,Si,Si,Si,Si,Mensual,Si,DebitoAutomatico,107.35,Si
0,Si,Si,31,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,Si,ChequePapel,19.55,Si
0,Si,Si,1,Si,No,FibraOptica,No,No,No,No,No,Si,Mensual,Si,ChequeDigital,81.05,No
0,No,No,3,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,Si,ChequeDigital,20.5,No
0,Si,No,53,Si,Si,FibraOptica,No,Si,Si,Si,Si,Si,Anual,Si,DebitoAutomatico,111.8,No
0,No,No,1,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,ChequePapel,20.2,No
0,No,No,20,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Anual,Si,ChequePapel,19.7,No
0,No,No,3,Si,No,FibraOptica,Si,Si,No,No,No,No,Mensual,Si,ChequeDigital,79.1,Si
0,No,No,51,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Anual,Si,DebitoAutomatico,19.85,No
0,Si,No,51,Si,No,DSL,Si,Si,No,Si,No,No,Anual,Si,DebitoAutomatico,60.5,No
0,Si,Si,13,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,No,ChequePapel,19.55,No
0,No,No,1,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,ChequePapel,20.9,No
0,No,Si,1,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,Si,ChequePapel,21.05,No
0,No,No,63,Si,Si,DSL,Si,Si,Si,Si,No,No,Anual,No,ChequeDigital,71.5,No
0,No,No,3,Si,No,DSL,No,No,No,No,No,Si,Mensual,No,ChequePapel,54.65,No
0,No,No,46,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,No,TarjetaDeCredito,19.2,No
0,No,No,1,Si,Si,DSL,No,No,No,No,No,No,Mensual,Si,TarjetaDeCredito,49.8,No
